,angle
11885,-17.7
11886,17.7
11887,-0.30000000000000004
11888,-6.8
11889,13.1
11890,-13.1
11891,-1.5
11892,1.5
11893,-8.8
11894,8.8
11895,-11.7
11896,0.0
11897,6.4
11898,18.4
11899,2.4000000000000004
11900,-5.8000000000000025
11901,-14.7
11902,-3.3000000000000003
11903,3.3000000000000003
11904,6.9
11905,-6.9
11906,-12.7
11907,12.7
11908,0.1
11909,-5.1000000000000005
11910,5.1000000000000005
11911,-13.2
11912,-0.2
11913,0.2
11914,-7.0
11915,13.1
11916,-0.1
11917,6.9
11918,-6.9
11919,16.0
11920,-1.7
11921,-7.4
11922,13.1
11923,-3.4
11924,-5.300000000000002
11925,5.300000000000002
11926,-12.4
11927,-0.7999999999999999
11928,0.7999999999999999
11929,6.8
11930,13.1
11931,1.0
11932,-1.0
11933,-8.6
11934,14.6
11935,0.30000000000000004
11936,5.300000000000002
11937,-5.300000000000002
11938,10.9
11939,0.30000000000000004
11940,-6.2
11941,6.2
11942,12.5
11943,0.0
11944,-0.0
11945,-7.0
11946,17.9
11947,-17.9
11948,-0.1
11949,-6.8000000000000025
11950,6.8000000000000025
11951,11.8
11952,-11.8
11953,-0.30000000000000004
11954,7.6
11955,-7.6
11956,-11.7
11957,11.7
11958,-1.0
11959,7.1000000000000005
11960,-7.1000000000000005
11961,-13.8
11962,1.8
11963,-1.8
11964,5.4
11965,-5.4
11966,13.1
11967,-0.30000000000000004
11968,0.30000000000000004
11969,-6.4
11970,-11.3
11971,-3.8
11972,7.0
11973,13.1
11974,-13.1
11975,-2.8000000000000003
11976,2.8000000000000003
11977,5.8000000000000025
11978,-5.8000000000000025
11979,14.3
11980,2.8
11981,-8.4
11982,-15.6
11983,15.6
11984,-2.3000000000000003
11985,2.3000000000000003
11986,-5.300000000000002
11987,5.300000000000002
11988,13.1
11989,-0.7000000000000001
11990,-8.9
11991,8.9
11992,15.2
11993,-4.0
11994,5.4
11995,-19.7
11996,19.7
11997,-0.5
11998,0.5
11999,6.3
12000,-17.7
12001,17.7
12002,-0.6000000000000001
12003,0.6000000000000001
12004,-7.7
12005,7.7
12006,-17.6
12007,17.6
12008,0.2
12009,5.2
12010,-5.2
12011,-11.9
12012,11.9
12013,-0.9
12014,0.9
12015,7.6
12016,-7.6
12017,13.1
12018,-2.8000000000000003
12019,-5.2
12020,-15.3
12021,15.3
12022,4.5
12023,-6.3
12024,6.3
12025,-10.1
12026,10.1
12027,1.0
12028,-6.1
12029,-12.5
12030,12.5
12031,3.1
12032,-3.1
12033,-7.2
12034,-11.5
12035,-0.9
12036,0.9
12037,6.4
12038,-19.700000000000006
12039,-3.9
12040,3.9
12041,-8.1
12042,8.1
12043,-17.7
12044,4.5
12045,-4.5
12046,6.9
12047,15.6
12048,-15.6
12049,-3.6
12050,3.6
12051,5.5
12052,-5.5
12053,16.8
12054,3.0
12055,-5.4
12056,5.4
12057,-13.0
12058,1.9
12059,-1.9
12060,-5.9
12061,-10.5
12062,4.0
12063,-4.0
12064,5.4
12065,17.3
12066,-17.3
12067,-2.1
12068,-7.0
12069,13.2
12070,-13.2
12071,0.2
12072,5.1000000000000005
12073,-5.1000000000000005
12074,13.1
12075,1.9
12076,-5.4
12077,18.6
12078,3.2
12079,-6.3000000000000025
12080,6.3000000000000025
12081,-18.4
12082,2.1
12083,-2.1
12084,5.6000000000000005
12085,-5.6000000000000005
12086,-10.3
12087,-0.6000000000000001
12088,0.6000000000000001
12089,7.0
12090,-7.0
12091,13.1
12092,3.6
12093,-5.5
12094,5.5
12095,-10.1
12096,-3.4000000000000004
12097,3.4000000000000004
12098,-5.7
12099,5.7
12100,-11.4
12101,-0.6000000000000001
12102,0.6000000000000001
12103,6.9
12104,-11.5
12105,11.5
12106,3.3000000000000003
12107,5.4
12108,19.4
12109,-19.4
12110,-2.9000000000000004
12111,-5.300000000000002
12112,13.1
12113,-13.1
12114,0.6000000000000001
12115,-0.6000000000000001
12116,5.6000000000000005
12117,-5.6000000000000005
12118,15.2
12119,-15.2
12120,-0.1
12121,0.1
12122,-5.2
12123,-12.6
12124,12.6
12125,-3.5
12126,6.4
12127,-11.8
12128,11.8
12129,2.4000000000000004
12130,-7.8000000000000025
12131,7.8000000000000025
12132,-12.4
12133,-1.7000000000000002
12134,1.7000000000000002
12135,6.3000000000000025
12136,-16.2
12137,0.7000000000000001
12138,-0.7000000000000001
12139,6.4
12140,-6.4
12141,19.7
12142,1.1
12143,-1.1
12144,6.8000000000000025
12145,-11.9
12146,11.9
12147,4.1000000000000005
12148,-4.1000000000000005
12149,-6.5
12150,6.5
12151,13.1
12152,2.0
12153,-2.0
12154,-5.6000000000000005
12155,13.1
12156,-2.4000000000000004
12157,2.4000000000000004
12158,5.9
12159,-5.9
12160,-10.3
12161,10.3
12162,4.1
12163,7.1000000000000005
12164,-7.1000000000000005
12165,-11.7
12166,11.7
12167,0.0
12168,-6.1
12169,6.1
12170,-10.8
12171,10.8
12172,-4.0
12173,5.9
12174,-5.9
12175,-16.1
12176,16.1
12177,-0.30000000000000004
12178,5.3
12179,12.1
12180,-12.1
12181,-0.2
12182,5.7
12183,-17.7
12184,17.7
12185,-1.6
12186,1.6
12187,-9.0
12188,9.0
12189,-10.2
12190,10.2
12191,-0.1
12192,6.9
12193,-13.3
12194,13.3
12195,-1.1
12196,-5.9
12197,13.1
12198,-13.1
12199,-3.5
12200,3.5
12201,-5.2
12202,-11.2
12203,11.2
12204,-2.3
12205,2.3
12206,-6.5
12207,18.3
12208,-18.3
12209,0.1
12210,-5.6000000000000005
12211,18.4
12212,4.7
12213,-4.7
12214,-7.2
12215,7.2
12216,-16.7
12217,16.7
12218,3.0
12219,-3.0
12220,6.5
12221,-6.5
12222,15.2
12223,3.7
12224,-3.7
12225,-5.6000000000000005
12226,-11.8
12227,-0.4
12228,-5.4
12229,11.1
12230,0.30000000000000004
12231,5.8000000000000025
12232,-17.7
12233,1.3
12234,-1.3
12235,-5.1000000000000005
12236,12.8
12237,-2.7
12238,6.6000000000000005
12239,13.1
12240,-2.3000000000000003
12241,-9.9
12242,11.3
12243,-1.4
12244,-5.9
12245,14.9
12246,-0.4
12247,0.4
12248,-5.9
12249,5.9
12250,11.5
12251,0.7000000000000001
12252,-0.7000000000000001
12253,-5.6000000000000005
12254,5.6000000000000005
12255,-18.4
12256,18.4
12257,-1.6
12258,1.6
12259,7.5
12260,-7.5
12261,12.3
12262,-12.3
12263,-0.6000000000000001
12264,0.6000000000000001
12265,5.8000000000000025
12266,-5.8000000000000025
12267,11.9
12268,-11.9
12269,3.1
12270,-3.1
12271,-6.7
12272,16.900000000000002
12273,-2.1
12274,6.4
12275,18.5
12276,-18.5
12277,-0.2
12278,-5.1000000000000005
12279,13.6
12280,4.3
12281,-9.0
12282,9.0
12283,15.2
12284,-2.6
12285,2.6
12286,5.9
12287,-5.9
12288,13.1
12289,-13.1
12290,-1.0
12291,-5.8000000000000025
12292,5.8000000000000025
12293,11.2
12294,-11.2
12295,0.5
12296,-6.1000000000000005
12297,6.1000000000000005
12298,13.1
12299,0.1
12300,-0.1
12301,-5.4
12302,-12.9
12303,-2.8000000000000003
12304,2.8000000000000003
12305,-6.5
12306,-12.4
12307,-1.1
12308,1.1
12309,-6.3000000000000025
12310,6.3000000000000025
12311,-11.0
12312,-0.4
12313,0.4
12314,5.1000000000000005
12315,16.5
12316,-16.5
12317,-0.30000000000000004
12318,6.5
12319,-19.700000000000006
12320,19.700000000000006
12321,-0.4
12322,-7.4
12323,7.4
12324,-12.4
12325,12.4
12326,-0.30000000000000004
12327,5.2
12328,-15.9
12329,3.0
12330,5.2
12331,-5.2
12332,-11.4
12333,11.4
12334,-3.7
12335,3.7
12336,-5.6
12337,5.6
12338,13.1
12339,-0.4
12340,7.0
12341,-7.0
12342,13.1
12343,-13.1
12344,-1.0
12345,1.0
12346,-6.0
12347,6.0
12348,-13.0
12349,0.7000000000000001
12350,-0.7000000000000001
12351,-6.1000000000000005
12352,6.1000000000000005
12353,-17.7
12354,17.7
12355,-0.6000000000000001
12356,-7.6
12357,-17.7
12358,-1.5
12359,-5.8
12360,5.8
12361,-10.2
12362,10.2
12363,-0.30000000000000004
12364,6.8000000000000025
12365,-6.8000000000000025
12366,13.5
12367,-1.4
12368,-8.7
12369,8.7
12370,13.1
12371,-0.4
12372,-7.1000000000000005
12373,-15.5
12374,15.5
12375,2.7
12376,-5.5
12377,5.5
12378,10.6
12379,-10.6
12380,-0.7999999999999999
12381,0.7999999999999999
12382,8.200000000000001
12383,-10.2
12384,2.3000000000000003
12385,-2.3000000000000003
12386,-5.7
12387,5.7
12388,13.3
12389,-13.3
12390,-1.1
12391,6.5
12392,-6.5
12393,-15.5
12394,-1.0
12395,1.0
12396,5.1
12397,-5.1
12398,12.4
12399,-12.4
12400,-2.1
12401,5.5
12402,-5.5
12403,18.8
12404,0.7000000000000001
12405,-5.4
12406,13.8
12407,-13.8
12408,-0.2
12409,0.2
12410,7.5
12411,-7.5
12412,-13.0
12413,-1.6
12414,-6.4
12415,6.4
12416,13.1
12417,-13.1
12418,-3.6
12419,3.6
12420,5.4
12421,-5.4
12422,-16.8
12423,0.5
12424,-0.5
12425,5.4
12426,-5.4
12427,15.8
12428,-0.30000000000000004
12429,-7.2
12430,13.1
12431,-4.0
12432,4.0
12433,-7.4
12434,13.1
12435,-13.1
12436,-2.3000000000000003
12437,5.300000000000002
12438,-14.0
12439,-2.0
12440,2.0
12441,-5.8000000000000025
12442,13.1
12443,-13.1
12444,0.30000000000000004
12445,-8.4
12446,14.5
12447,-14.5
12448,-1.5
12449,5.7
12450,-5.7
12451,-17.7
12452,-3.0
12453,3.0
12454,8.3
12455,-8.3
12456,13.1
12457,0.30000000000000004
12458,-6.5
12459,6.5
12460,-11.0
12461,1.5
12462,-5.5
12463,5.5
12464,13.6
12465,-0.7000000000000001
12466,0.7000000000000001
12467,6.1
12468,-19.0
12469,19.0
12470,4.9
12471,-4.9
12472,-5.2
12473,-10.3
12474,10.3
12475,-4.9
12476,4.9
12477,-5.6000000000000005
12478,18.6
12479,0.7000000000000001
12480,-0.7000000000000001
12481,-6.8000000000000025
12482,6.8000000000000025
12483,-11.7
12484,11.7
12485,4.5
12486,-4.5
12487,-6.2
12488,15.8
12489,-2.0
12490,-5.3
12491,5.3
12492,-13.7
12493,13.7
12494,-0.4
12495,0.4
12496,6.1
12497,-6.1
12498,13.1
12499,2.1
12500,-5.9
12501,12.7
12502,0.0
12503,-5.4
12504,13.6
12505,-13.6
12506,-1.7
12507,-6.9
12508,13.1
12509,5.0
12510,5.8000000000000025
12511,-10.5
12512,10.5
12513,0.0
12514,-0.0
12515,-6.1
12516,6.1
12517,-10.7
12518,10.7
12519,-0.4
12520,0.4
12521,-6.3000000000000025
12522,13.1
12523,1.4
12524,-5.8
12525,5.8
12526,15.2
12527,0.1
12528,-6.4
12529,6.4
12530,17.8
12531,-0.30000000000000004
12532,0.30000000000000004
12533,-10.0
12534,11.3
12535,-1.7
12536,1.7
12537,-5.2
12538,-12.6
12539,0.8
12540,-0.8
12541,5.1000000000000005
12542,-11.7
12543,11.7
12544,-3.9
12545,-7.3
12546,14.4
12547,-14.4
12548,2.3000000000000003
12549,-2.3000000000000003
12550,-6.5
12551,6.5
12552,-19.700000000000006
12553,19.700000000000006
12554,2.1
12555,-6.5
12556,6.5
12557,13.1
12558,-13.1
12559,0.0
12560,-0.0
12561,-6.0
12562,6.0
12563,-19.3
12564,-4.4
12565,-5.4
12566,5.4
12567,14.4
12568,-4.0
12569,-6.3000000000000025
12570,-11.7
12571,0.0
12572,-0.0
12573,6.4
12574,-6.4
12575,15.2
12576,-15.2
12577,0.6000000000000001
12578,-0.6000000000000001
12579,-8.1
12580,-12.2
12581,0.1
12582,8.8
12583,-8.8
12584,13.1
12585,0.2
12586,-6.4
12587,6.4
12588,18.6
12589,-2.8
12590,2.8
12591,6.2
12592,-6.2
12593,-19.700000000000006
12594,19.700000000000006
12595,0.4
12596,6.1000000000000005
12597,-11.5
12598,11.5
12599,1.4
12600,-1.4
12601,-8.200000000000001
12602,14.0
12603,2.5
12604,-2.5
12605,7.4
12606,-19.5
12607,19.5
12608,-1.2000000000000002
12609,1.2000000000000002
12610,5.7
12611,13.1
12612,-0.4
12613,0.4
12614,-6.3000000000000025
12615,6.3000000000000025
12616,17.6
12617,-17.6
12618,-1.3
12619,1.3
12620,-8.8
12621,-10.7
12622,10.7
12623,2.8
12624,-2.8
12625,7.7
12626,-14.1
12627,14.1
12628,0.6000000000000001
12629,-0.6000000000000001
12630,-8.7
12631,16.3
12632,-16.3
12633,1.8
12634,6.8
12635,13.1
12636,-1.4
12637,-5.6000000000000005
12638,5.6000000000000005
12639,14.0
12640,-14.0
12641,-3.3000000000000003
12642,3.3000000000000003
12643,-5.2
12644,-10.3
12645,1.5
12646,-1.5
12647,5.2
12648,-5.2
12649,-13.9
12650,13.9
12651,4.3
12652,9.0
12653,-9.0
12654,12.9
12655,-12.9
12656,2.4000000000000004
12657,-2.4000000000000004
12658,-7.3000000000000025
12659,7.3000000000000025
12660,10.2
12661,-3.1
12662,3.1
12663,-7.7
12664,7.7
12665,18.4
12666,0.0
12667,-0.0
12668,6.3000000000000025
12669,13.1
12670,1.9
12671,-5.7
12672,5.7
12673,12.3
12674,-12.3
12675,-1.0
12676,1.0
12677,6.4
12678,-6.4
12679,13.1
12680,-13.1
12681,-0.5
12682,0.5
12683,-7.5
12684,-11.2
12685,11.2
12686,-0.2
12687,-5.5
12688,5.5
12689,-12.9
12690,12.9
12691,0.0
12692,6.4
12693,12.9
12694,0.5
12695,-0.5
12696,7.4
12697,-11.7
12698,4.4
12699,-6.0
12700,6.0
12701,-11.7
12702,11.7
12703,-1.8
12704,1.8
12705,-6.3
12706,13.1
12707,3.8
12708,-3.8
12709,5.300000000000002
12710,-5.300000000000002
12711,-13.2
12712,13.2
12713,0.4
12714,-0.4
12715,-7.1000000000000005
12716,7.1000000000000005
12717,-12.1
12718,12.1
12719,1.1
12720,5.9
12721,-5.9
12722,14.0
12723,-3.3000000000000003
12724,7.6
12725,-7.6
12726,13.1
12727,-0.30000000000000004
12728,-6.9
12729,6.9
12730,18.5
12731,-18.5
12732,-0.7000000000000001
12733,0.7000000000000001
12734,-6.0
12735,-11.7
12736,0.4
12737,-0.4
12738,9.1
12739,18.6
12740,-18.6
12741,0.6000000000000001
12742,-6.9
12743,6.9
12744,18.6
12745,-18.6
12746,-4.0
12747,-7.5
12748,7.5
12749,-12.3
12750,0.4
12751,8.9
12752,-8.9
12753,-19.700000000000006
12754,19.700000000000006
12755,0.0
12756,-0.0
12757,-6.4
12758,15.4
12759,-15.4
12760,0.0
12761,-0.0
12762,-7.2
12763,7.2
12764,-12.3
12765,1.6
12766,-1.6
12767,-6.9
12768,-13.8
12769,13.8
12770,-2.4000000000000004
12771,6.2
12772,13.3
12773,0.7000000000000001
12774,-0.7000000000000001
12775,6.1000000000000005
12776,-6.1000000000000005
12777,-10.3
12778,10.3
12779,-0.30000000000000004
12780,-9.6
12781,9.6
12782,13.1
12783,-13.1
12784,0.6000000000000001
12785,-0.6000000000000001
12786,6.6
12787,-12.4
12788,0.30000000000000004
12789,-0.30000000000000004
12790,5.6000000000000005
12791,-11.7
12792,-2.7
12793,-8.2
12794,8.2
12795,13.1
12796,-1.0
12797,-7.4
12798,15.0
12799,-0.7000000000000001
12800,0.7000000000000001
12801,-5.5
12802,5.5
12803,-17.2
12804,17.2
12805,3.2
12806,-3.2
12807,-5.4
12808,5.4
12809,-13.1
12810,13.1
12811,2.5
12812,-2.5
12813,-5.6000000000000005
12814,10.5
12815,-0.7000000000000001
12816,-8.8
12817,8.8
12818,18.4
12819,-18.4
12820,-0.7000000000000001
12821,-5.2
12822,13.1
12823,-0.4
12824,0.4
12825,-6.2
12826,6.2
12827,13.1
12828,-13.1
12829,1.6
12830,-1.6
12831,-6.0
12832,6.0
12833,13.1
12834,-13.1
12835,-1.2000000000000002
12836,1.2000000000000002
12837,5.300000000000002
12838,-11.8
12839,11.8
12840,0.30000000000000004
12841,-5.300000000000002
12842,13.1
12843,-13.1
12844,0.6000000000000001
12845,-5.2
12846,10.3
12847,-10.3
12848,0.4
12849,-0.4
12850,8.9
12851,-11.8
12852,11.8
12853,0.8
12854,5.1000000000000005
12855,13.1
12856,-13.1
12857,-2.4000000000000004
12858,2.4000000000000004
12859,-6.1000000000000005
12860,-16.1
12861,1.2000000000000002
12862,-7.6
12863,7.6
12864,-10.3
12865,10.3
12866,-1.0
12867,-8.9
12868,8.9
12869,-16.5
12870,16.5
12871,-2.7
12872,-5.7
12873,5.7
12874,-19.700000000000006
12875,-3.8
12876,5.6000000000000005
12877,-18.4
12878,-0.4
12879,0.4
12880,-7.2
12881,-14.3
12882,14.3
12883,0.4
12884,-0.4
12885,7.4
12886,-7.4
12887,13.1
12888,4.6000000000000005
12889,-4.6000000000000005
12890,-6.1
12891,6.1
12892,-17.3
12893,0.2
12894,-6.7
12895,17.1
12896,-17.1
12897,-0.30000000000000004
12898,-7.0
12899,18.6
12900,4.800000000000002
12901,-8.9
12902,8.9
12903,10.1
12904,-10.1
12905,-1.4
12906,1.4
12907,6.7
12908,-14.0
12909,2.4000000000000004
12910,-2.4000000000000004
12911,-6.0
12912,6.0
12913,-11.7
12914,-4.9
12915,6.0
12916,-17.2
12917,-1.7000000000000002
12918,1.7000000000000002
12919,-6.9
12920,6.9
12921,-13.0
12922,13.0
12923,-3.4000000000000004
12924,8.8
12925,-17.7
12926,17.7
12927,-3.9
12928,3.9
12929,-5.2
12930,5.2
12931,-11.7
12932,2.6
12933,-7.0
12934,7.0
12935,13.1
12936,-13.1
12937,-1.5
12938,1.5
12939,5.7
12940,-5.7
12941,-10.1
12942,10.1
12943,2.4000000000000004
12944,-2.4000000000000004
12945,5.4
12946,-16.400000000000002
12947,-0.2
12948,0.2
12949,-7.6
12950,7.6
12951,-12.7
12952,1.9
12953,-1.9
12954,5.4
12955,-11.8
12956,11.8
12957,-0.9
12958,0.9
12959,-6.2
12960,6.2
12961,-11.0
12962,-3.3
12963,3.3
12964,9.8
12965,-9.8
12966,17.3
12967,-4.1000000000000005
12968,7.4
12969,-7.4
12970,17.6
12971,-17.6
12972,-1.0
12973,1.0
12974,-5.1
12975,-14.5
12976,14.5
12977,3.5
12978,-5.300000000000002
12979,5.300000000000002
12980,-17.3
12981,17.3
12982,-1.0
12983,1.0
12984,-6.8
12985,6.8
12986,-14.1
12987,0.30000000000000004
12988,5.9
12989,-5.9
12990,13.1
12991,-13.1
12992,0.0
12993,-8.1
12994,-10.3
12995,10.3
12996,0.5
12997,-5.300000000000002
12998,5.300000000000002
12999,-11.2
13000,0.0
13001,-8.0
13002,8.0
13003,13.1
13004,-13.1
13005,0.6000000000000001
13006,-0.6000000000000001
13007,-7.6
13008,13.7
13009,1.2000000000000002
13010,5.2
13011,-11.5
13012,1.2000000000000002
13013,-9.5
13014,9.5
13015,13.5
13016,-13.5
13017,2.8000000000000003
13018,-2.8000000000000003
13019,-5.4
13020,5.4
13021,13.1
13022,-3.3
13023,3.3
13024,-7.4
13025,11.5
13026,0.5
13027,-0.5
13028,-5.2
13029,5.2
13030,-12.3
13031,-2.7
13032,2.7
13033,-5.9
13034,5.9
13035,18.6
13036,-4.6000000000000005
13037,5.5
13038,-5.5
13039,18.5
13040,-18.5
13041,-1.0
13042,-9.6
13043,13.6
13044,-13.6
13045,0.4
13046,-8.8
13047,8.8
13048,10.6
13049,-0.4
13050,-6.7
13051,6.7
13052,-18.9
13053,0.9
13054,6.1
13055,13.1
13056,0.2
13057,-0.2
13058,-6.1
13059,6.1
13060,-13.0
13061,0.5
13062,-6.8000000000000025
13063,-17.6
13064,-5.0
13065,5.0
13066,-8.7
13067,13.7
13068,-0.6000000000000001
13069,0.6000000000000001
13070,8.2
13071,-8.2
13072,18.6
13073,-4.9
13074,6.7
13075,-6.7
13076,12.3
13077,-12.3
13078,3.4000000000000004
13079,-3.4000000000000004
13080,8.200000000000001
13081,-10.9
13082,10.9
13083,-0.2
13084,-5.4
13085,12.6
13086,-12.6
13087,0.1
13088,-6.1000000000000005
13089,6.1000000000000005
13090,14.4
13091,-1.7000000000000002
13092,-5.2
13093,5.2
13094,15.5
13095,-1.8
13096,1.8
13097,-5.9
13098,5.9
13099,-10.9
13100,4.0
13101,-4.0
13102,-5.4
13103,12.3
13104,-2.0
13105,2.0
13106,-8.7
13107,8.7
13108,13.1
13109,-13.1
13110,2.1
13111,-6.4
13112,19.6
13113,-19.6
13114,3.6
13115,-6.4
13116,13.1
13117,-13.1
13118,-0.30000000000000004
13119,0.30000000000000004
13120,-9.6
13121,9.6
13122,-10.4
13123,10.4
13124,-1.5
13125,-5.300000000000002
13126,-12.4
13127,4.7
13128,-7.1000000000000005
13129,7.1000000000000005
13130,16.400000000000002
13131,-16.400000000000002
13132,-1.4
13133,-5.4
13134,12.3
13135,-2.0
13136,2.0
13137,-6.5
13138,6.5
13139,12.3
13140,-12.3
13141,2.4000000000000004
13142,-2.4000000000000004
13143,6.7
13144,11.4
13145,-11.4
13146,-0.30000000000000004
13147,-6.4
13148,6.4
13149,-16.1
13150,-1.8
13151,1.8
13152,-8.3
13153,8.3
13154,-11.8
13155,11.8
13156,0.2
13157,-5.7
13158,13.1
13159,2.8000000000000003
13160,-2.8000000000000003
13161,6.3000000000000025
13162,11.7
13163,-11.7
13164,1.0
13165,-1.0
13166,6.9
13167,10.7
13168,0.0
13169,6.1000000000000005
13170,18.6
13171,-2.1
13172,2.1
13173,-7.2
13174,7.2
13175,-11.7
13176,11.7
13177,-2.0
13178,-6.6
13179,6.6
13180,-13.1
13181,2.0
13182,-6.4
13183,13.1
13184,-13.1
13185,2.5
13186,-2.5
13187,-6.0
13188,-10.2
13189,-3.1
13190,3.1
13191,-5.2
13192,5.2
13193,-11.7
13194,11.7
13195,4.0
13196,-4.0
13197,5.8000000000000025
13198,14.4
13199,-14.4
13200,-1.0
13201,1.0
13202,6.4
13203,-6.4
13204,13.1
13205,0.8999999999999999
13206,-5.6000000000000005
13207,5.6000000000000005
13208,11.0
13209,1.4
13210,-1.4
13211,5.8
13212,-5.8
13213,-15.2
13214,-2.3000000000000003
13215,2.3000000000000003
13216,7.5
13217,-7.5
13218,11.3
13219,-11.3
13220,-0.7000000000000001
13221,5.4
13222,-5.4
13223,13.1
13224,-13.1
13225,-1.9
13226,1.9
13227,-5.2
13228,-11.7
13229,11.7
13230,-0.2
13231,0.2
13232,6.4
13233,-6.4
13234,-12.4
13235,-3.4
13236,3.4
13237,-6.1000000000000005
13238,6.1000000000000005
13239,11.0
13240,-11.0
13241,0.0
13242,-0.0
13243,-9.2
13244,9.2
13245,11.6
13246,0.0
13247,-0.0
13248,-6.6
13249,-11.7
13250,11.7
13251,-1.0
13252,1.0
13253,-7.2
13254,7.2
13255,-10.5
13256,-4.6000000000000005
13257,4.6000000000000005
13258,-5.9
13259,5.9
13260,13.1
13261,-13.1
13262,-0.6000000000000001
13263,0.6000000000000001
13264,7.0
13265,-7.0
13266,15.2
13267,-15.2
13268,0.0
13269,-7.2
13270,7.2
13271,-17.7
13272,0.5
13273,-0.5
13274,-6.4
13275,6.4
13276,13.1
13277,-13.1
13278,4.0
13279,-8.4
13280,-12.1
13281,1.4
13282,-5.8000000000000025
13283,5.8000000000000025
13284,18.6
13285,-18.6
13286,1.6
13287,-7.0
13288,10.7
13289,-2.7
13290,-6.2
13291,13.1
13292,-2.5
13293,2.5
13294,6.4
13295,-19.700000000000006
13296,19.700000000000006
13297,-2.9000000000000004
13298,8.6
13299,12.5
13300,1.3
13301,5.4
13302,-5.4
13303,-11.8
13304,0.1
13305,5.1000000000000005
13306,13.1
13307,-0.7000000000000001
13308,0.7000000000000001
13309,-7.5
13310,7.5
13311,17.0
13312,-17.0
13313,-4.2
13314,4.2
13315,-5.5
13316,5.5
13317,11.7
13318,-3.6
13319,-6.7
13320,6.7
13321,-12.7
13322,12.7
13323,0.30000000000000004
13324,-0.30000000000000004
13325,-5.8000000000000025
13326,5.8000000000000025
13327,-11.8
13328,-0.2
13329,0.2
13330,8.8
13331,-13.0
13332,0.4
13333,-6.1
13334,6.1
13335,11.7
13336,-11.7
13337,0.5
13338,5.3
13339,-5.3
13340,13.8
13341,-13.8
13342,-0.30000000000000004
13343,6.2
13344,-12.1
13345,12.1
13346,0.5
13347,-0.5
13348,6.7
13349,-6.7
13350,13.1
13351,-13.1
13352,1.8
13353,-1.8
13354,-5.7
13355,5.7
13356,12.3
13357,-12.3
13358,-3.7
13359,3.7
13360,-8.5
13361,-11.1
13362,11.1
13363,0.30000000000000004
13364,8.9
13365,11.6
13366,-11.6
13367,-1.4
13368,-6.5
13369,-11.7
13370,11.7
13371,0.0
13372,-0.0
13373,-7.5
13374,7.5
13375,-18.1
13376,18.1
13377,4.1000000000000005
13378,-4.1000000000000005
13379,-6.3000000000000025
13380,6.3000000000000025
13381,-13.0
13382,13.0
13383,2.4000000000000004
13384,5.9
13385,-5.9
13386,10.1
13387,-10.1
13388,1.1
13389,-5.5
13390,13.1
13391,-13.1
13392,-2.8
13393,5.4
13394,-5.4
13395,-11.6
13396,11.6
13397,-2.1
13398,-5.2
13399,13.1
13400,-13.1
13401,0.30000000000000004
13402,-0.30000000000000004
13403,6.3000000000000025
13404,-10.7
13405,3.5
13406,-5.2
13407,5.2
13408,18.6
13409,0.1
13410,5.8000000000000025
13411,-5.8000000000000025
13412,17.4
13413,2.5
13414,-7.7
13415,7.7
13416,-15.0
13417,1.8
13418,-1.8
13419,-9.6
13420,9.6
13421,10.7
13422,2.1
13423,-6.2
13424,-11.5
13425,-2.0
13426,5.7
13427,13.1
13428,4.2
13429,-7.9
13430,-11.6
13431,11.6
13432,-1.9
13433,-6.5
13434,6.5
13435,-11.8
13436,4.800000000000002
13437,-4.800000000000002
13438,8.6
13439,-8.6
13440,14.3
13441,-14.3
13442,0.1
13443,-5.2
13444,5.2
13445,13.1
13446,0.1
13447,5.7
13448,-5.7
13449,-11.0
13450,11.0
13451,3.7
13452,-8.8
13453,8.8
13454,-11.8
13455,11.8
13456,2.5
13457,-6.4
13458,6.4
13459,13.1
13460,-13.1
13461,-1.3
13462,1.3
13463,-5.9
13464,5.9
13465,-15.2
13466,15.2
13467,0.7000000000000001
13468,9.0
13469,-9.0
13470,-11.7
13471,11.7
13472,-0.5
13473,9.2
13474,-11.6
13475,11.6
13476,-1.7000000000000002
13477,7.3
13478,-16.2
13479,-0.6000000000000001
13480,-6.4
13481,-10.3
13482,-1.1
13483,1.1
13484,5.6000000000000005
13485,-5.6000000000000005
13486,-16.1
13487,16.1
13488,-1.5
13489,6.1000000000000005
13490,-6.1000000000000005
13491,11.4
13492,-11.4
13493,-0.9
13494,0.9
13495,-7.4
13496,-11.1
13497,3.7
13498,6.2
13499,-6.2
13500,13.1
13501,-13.1
13502,-0.4
13503,9.7
13504,13.1
13505,-13.1
13506,-3.0
13507,3.0
13508,-7.7
13509,-16.3
13510,16.3
13511,1.6
13512,-1.6
13513,5.8000000000000025
13514,-13.4
13515,13.4
13516,-0.1
13517,0.1
13518,-6.0
13519,6.0
13520,-12.1
13521,12.1
13522,0.1
